body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Mel 22 Sector AX-A b14-1 2 b,Planet,Icy body,961,1,0.073334486588533,0.002743,1233.51175,92,Major Water Geysers,No atmosphere,Not terraformable,1.8837512659144,0.0032462926225326,0.007081,-0.053402,21.870806,2.825671838831,,-0.125351,
Mel 22 Sector AX-A b14-1 2 c,Planet,Icy body,958,1,0.063080442792402,0.00176,1065.352875,90,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.2353729021991,0.0046557347156145,0.002807,1.18601,345.073059,3.2354242621528,1,-0.124855,
Mel 22 Sector AX-A b14-1 2 d,Planet,Icy body,957,1,0.070608746776709,0.002455,1189.2715,88,No volcanism,No atmosphere,Not terraformable,5.3766789641204,0.0065320275176885,0.021363,0.965035,9.919925,5.3767639612269,1,-0.445197,
Mel 22 Sector AX-A b14-1 2 e,Planet,Icy body,962,1,0.067864423500313,0.002184,1144.167875,87,No volcanism,No atmosphere,Not terraformable,8.454017650463,0.0088324397253603,0.004671,8.348126,184.226334,8.4541514756944,1,0.074275,
Mel 22 Sector AX-A b14-1 3,Planet,Class I gas giant,932,,0.57454873997057,21.942175,39414.944,92,No volcanism,No atmosphere,Not terraformable,159.04986111111,0.060431015426211,0.123025,-1.025253,264.404999,163.07371527778,1,-0.051454,
Mel 22 Sector AX-A b14-1 3 a,Planet,Icy body,932,1,0.050336613891469,0.000898,851.8844375,82,Major Water Geysers,No atmosphere,Not terraformable,1.5773019748264,0.0010711445507225,0.001017,0.137114,248.772705,1.5773470052083,1,-0.398605,
Mel 22 Sector AX-A b14-1 4,Planet,Gas giant with ammonia-based life,1396,,2.735651813785,364.074768,73578.24,120,No volcanism,No atmosphere,Not terraformable,2568.5494444444,2.7963665163584,0.001174,-0.014244,330.319458,1.3125001808449,,0.362386,
Mel 22 Sector AX-A b14-1 4 a,Planet,Icy body,1398,1,0.10089606211504,0.006961,1675.263875,73,No volcanism,No atmosphere,Not terraformable,6.2863049768519,0.0068677841682676,3.6E-5,-0.187527,319.990082,6.1817722800926,1,0.471457,
Mel 22 Sector AX-A b14-1 4 b,Planet,Icy body,1391,,0.081701259347418,0.003752,1366.78925,121,No volcanism,Methane,Not terraformable,11.710823206019,0.010397875482595,0.000166,-0.959275,250.055222,11.584108072917,1,-0.141463,
Mel 22 Sector AX-A b14-1 4 c,Planet,Icy body,1401,,0.085030300763585,0.004218,1420.53175,121,No volcanism,Methane,Not terraformable,16.53271412037,0.013085262609958,0.001198,0.002855,244.014801,16.392109375,1,0.076802,
Mel 22 Sector AX-A b14-1 4 d,Planet,Icy body,1393,,0.11156743976574,0.009264,1837.871125,220,Major Water Magma,Thick Methane,Not terraformable,2.2082702184606,3.8177334832881E-5,0.15655,5.361521,18.272432,-2.8748674406829,,-2.80973,
Mel 22 Sector AX-A b14-1 4 e,Planet,Icy body,1393,,0.087594826192124,0.004602,1461.903125,208,Water Geysers,Thick Methane,Not terraformable,2.2082702184606,7.6853486926001E-5,0.15655,5.361521,198.27243,2.7016408058449,1,-0.403719,
Mel 22 Sector AX-A b14-1 4 f,Planet,Icy body,1410,,0.11325823270946,0.009725,1868.936,125,No volcanism,Methane,Not terraformable,68.259479166667,0.033676605104246,0.015363,-2.708939,171.975128,-68.051805555556,,-1.676199,
Mel 22 Sector AX-A b14-1 5,Planet,Class I gas giant,1816,,1.6169102719126,164.498718,64331.372,81,No volcanism,No atmosphere,Not terraformable,3812.8766666667,3.6389040237322,1.1E-5,-0.02213,232.682892,1.0355803313079,,-1.265747,
Mel 22 Sector AX-A b14-1 5 a,Planet,Icy body,1815,,0.070678277543945,0.002448,1186.9905,139,Major Water Geysers,Methane,Not terraformable,1.5244410083912,0.0020494304535579,0.000161,0.206287,153.530258,1.5246265552662,1,0.340436,
Mel 22 Sector AX-A b14-1 5 b,Planet,Icy body,1815,1,0.075704995822595,0.002963,1261.792875,60,No volcanism,No atmosphere,Not terraformable,4.6526515480324,0.0043121422315806,7.8E-5,-0.41271,344.143524,-4.6532179542824,,-2.195009,
Mel 22 Sector AX-A b14-1 5 c,Planet,Icy body,1816,1,0.091617726650529,0.00523,1523.861875,59,No volcanism,No atmosphere,Not terraformable,13.280826099537,0.0086771314185557,0.000309,0.025419,137.389557,13.28244212963,1,-0.989752,
Mel 22 Sector AX-A b14-1 5 d,Planet,Icy body,1814,1,0.057989985345053,0.001366,978.8888125,59,No volcanism,No atmosphere,Not terraformable,25.279262152778,0.013327102201863,0.003648,-0.000581,298.492065,25.282340856481,1,0.196581,
Mel 22 Sector AX-A b14-1 5 e,Planet,Icy body,1818,1,0.068313921581459,0.002215,1148.462375,59,No volcanism,No atmosphere,Not terraformable,37.393211805556,0.017301665724845,0.00296,-0.000718,242.531967,37.397760416667,1,0.160401,
Mel 22 Sector AX-A b14-1 5 f,Planet,Icy body,1835,1,0.14212729976785,0.020126,2400.07325,58,No volcanism,No atmosphere,Not terraformable,161.31356481481,0.045850071206929,,58.437038,284.472717,161.33320601852,1,0.005683,
Mel 22 Sector AX-A b14-1 6,Planet,Class I gas giant,2402,,1.3784607100185,80.29808,48678.804,62,No volcanism,No atmosphere,Not terraformable,5837.7740740741,4.8339288138277,0.007448,1.102683,275.092163,1.5566021050347,,-0.169164,
Mel 22 Sector AX-A b14-1 6 a,Planet,Icy body,2399,,0.056225566920254,0.00123,943.344125,51,No volcanism,Thin Argon,Not terraformable,10.996965422454,0.0060244301324805,0.000567,0.115023,302.60907,10.99806712963,1,-0.660398,
Mel 22 Sector AX-A b14-1 6 b,Planet,Icy body,2405,,0.052700135498213,0.001025,889.489,50,No volcanism,Thin Argon,Not terraformable,18.733838252315,0.0085931404904682,0.000182,-0.181255,180.607895,-18.735714699074,,2.615346,
Mel 22 Sector AX-A b14-1 6 c,Planet,Icy body,2407,,0.051740208175364,0.000975,875.5334375,50,No volcanism,Thin Argon,Not terraformable,29.575300925926,0.011650742085061,0.000588,0.263435,298.702515,29.578266782407,1,0.376666,
Mel 22 Sector AX-A b14-1 6 d,Planet,Icy body,2407,,0.054329497786935,0.001127,918.604625,50,No volcanism,Thin Argon,Not terraformable,44.087230902778,0.015203466020991,0.005092,0.350771,84.385971,44.091646412037,1,0.277664,
Mel 22 Sector AX-A b14-1 6 e,Planet,Icy body,2393,,0.057621397621165,0.001341,972.9869375,50,No volcanism,Thin Argon,Not terraformable,9.0490863715278,7.7849423561348E-5,0.182637,-8.327593,343.94455,13.2443359375,1,-0.388647,
Mel 22 Sector AX-A b14-1 6 f,Planet,Icy body,2393,,0.055085656095505,0.001174,931.106375,50,No volcanism,Thin Argon,Not terraformable,9.0490863715278,8.8915944710702E-5,0.182637,-8.327593,163.94455,12.392760416667,1,-0.033488,
Mel 22 Sector AX-A b14-1 6 g,Planet,Icy body,2413,1,0.096491333474043,0.00611,1604.948,50,No volcanism,No atmosphere,Not terraformable,167.38217592593,0.037000439365211,0.000754,-1.538704,358.668701,5.2739098668981,,-0.347412,
Hyades Sector DB-X c1-19,Star,K (Yellow-Orange) Star,0,,,,,4925,,,,,,,,,3.2045442708333,,,
Hyades Sector DB-X c1-19 1,Planet,High metal content world,26.799889,1,0.8807046343306,0.568541,5124.4855,819,Rocky Magma,No atmosphere,Not terraformable,5.4752228009259,0.053701203275215,0.000103,0.000451,136.246506,-5.5128291377315,,-2.86806,
Hyades Sector DB-X c1-19 2,Planet,High metal content world,47.345909,1,0.93600975482339,0.663801,5371.1005,616,Major Rocky Magma,No atmosphere,Not terraformable,12.859189814815,0.094883759919719,3.6E-5,0.011494,148.73465,-12.947513020833,,2.417087,
Hyades Sector DB-X c1-19 3,Planet,High metal content world,87.304581,1,0.97869939592063,0.74678,5571.2955,454,Major Rocky Magma,No atmosphere,Not terraformable,32.197199074074,0.17495576506224,1.8E-5,-0.022701,213.43898,32.418350694444,1,-0.379223,
Hyades Sector DB-X c1-19 4,Planet,High metal content world,155.290756,,1.0790093211876,0.953603,5995.9185,1043,No volcanism,Hot thick Carbon dioxide,Not terraformable,76.395109953704,0.31123841497297,0.000122,-0.000361,277.149628,76.919832175926,1,-0.272419,
Hyades Sector DB-X c1-19 5,Planet,High metal content world,262.291992,,1.1159514157152,1.03658,6147.001,810,No volcanism,Hot thick Carbon dioxide,Candidate for terraforming,7.8077719907407,0.00069423806310901,0.124527,7.683078,85.90107,16.689994212963,,-0.28408,
Hyades Sector DB-X c1-19 6,Planet,High metal content world,261.550568,,1.1023340710857,1.005569,6091.6345,808,No volcanism,Hot thick Carbon dioxide,Candidate for terraforming,7.8077719907407,0.0007156477261277,0.124527,7.683078,265.901062,10.958963396991,1,-0.173992,
Hyades Sector DB-X c1-19 7,Planet,Class III gas giant,1114.962036,,8.439306918408,1210.589111,76388.768,339,No volcanism,No atmosphere,Not terraformable,1461.2326851852,2.2260201875454,0.004263,-0.004422,112.31295,0.71830656828704,,-2.153045,
Hyades Sector DB-X c1-19 7 a,Planet,Rocky body,1108.254395,,0.15145701460476,0.006052,1274.938625,184,No volcanism,Thin Carbon dioxide,Not terraformable,20.732144097222,0.022710935443816,0.004128,-1.121454,11.466006,20.732378472222,1,-0.047152,
Hyades Sector DB-X c1-19 7 b,Planet,Rocky body,1109.942505,,0.10557723635788,0.002099,899.3020625,173,No volcanism,Thin Carbon dioxide,Not terraformable,29.088969907407,0.028463688126545,0.000486,0.004688,164.287933,29.089305555556,1,-0.518474,
Hyades Sector DB-X c1-19 7 c,Planet,Rocky body,1103.298584,,0.16154566062216,0.007282,1354.13575,179,No volcanism,Thin Carbon dioxide,Not terraformable,50.863165509259,0.04131183848461,0.017566,-3.897451,308.571106,12.902184606481,,1.317072,
Hyades Sector DB-X c1-19 7 c a,Planet,Rocky body,1103.358887,,0.050823203671652,0.000261,457.0605625,213,No volcanism,Carbon dioxide,Not terraformable,3.6829781539352,0.00013206245454936,,-8.321114,166.971207,3.7483355034722,1,-0.446646,
Hyades Sector DB-X c1-19 8,Planet,Class III gas giant,1708.136353,,10.417249795019,1481.115967,76050.576,376,No volcanism,No atmosphere,Not terraformable,2780.4553703704,3.4181685371274,0.002045,1.621677,205.733337,1.0802919741088,,0.245369,
Hyades Sector DB-X c1-19 8 a,Planet,Rocky body,1703.741455,,0.09023620098706,0.001319,771.1103125,162,No volcanism,Thin Carbon dioxide,Not terraformable,7.013755787037,0.011793304969815,0.001132,-0.991073,235.717072,7.0138057002315,1,0.202316,
Hyades Sector DB-X c1-19 8 b,Planet,Rocky body,1706.177856,,0.068262421711045,0.000578,586.8911875,152,No volcanism,Thin Carbon dioxide,Not terraformable,10.746567563657,0.015674064376907,0.001147,-0.242219,87.344246,10.746644965278,1,0.158521,
Hyades Sector DB-X c1-19 8 c,Planet,Rocky body,1712.662598,1,0.076648147057968,0.000815,657.67675,129,No volcanism,No atmosphere,Not terraformable,18.033230613426,0.022133534284322,0.003065,-0.06698,350.614288,18.033357928241,1,0.46656,
Hyades Sector DB-X c1-19 8 d,Planet,Rocky Ice world,1694.792969,1,0.10348516027378,0.002705,1031.16725,108,No volcanism,No atmosphere,Not terraformable,41.806383101852,0.038770091932866,0.003438,0.254173,180.643082,10.111029369213,,-0.038137,
Hyades Sector DB-X c1-19 9,Planet,Gas giant with ammonia-based life,2121.076416,,1.7810463765906,183.532364,64744.552,110,No volcanism,No atmosphere,Not terraformable,3874.2277777778,4.264219673977,0.003965,0.044472,204.983521,1.814252025463,,-2.94544,
Hyades Sector DB-X c1-19 9 a,Planet,Icy body,2123.07373,1,0.046702217193568,0.000718,790.820625,84,No volcanism,No atmosphere,Not terraformable,6.3796419270833,0.0055197059432478,0.001884,-0.020499,128.615143,6.3798806423611,1,0.55649,
Hyades Sector DB-X c1-19 9 b,Planet,Icy body,2118.722656,1,0.050556629138521,0.000905,853.335375,84,No volcanism,No atmosphere,Not terraformable,9.2209367766204,0.0070561598976021,1.6E-5,-0.019565,9.30756,9.2212811053241,1,0.713951,
Hyades Sector DB-X c1-19 9 c,Planet,Icy body,2116.056641,1,0.064556943703009,0.001874,1086.670375,83,No volcanism,No atmosphere,Not terraformable,15.973482349537,0.0101777422959,0.004207,-0.163381,187.750946,15.974076967593,1,-0.492951,
Hyades Sector DB-X c1-19 9 d,Planet,Icy body,2113.321045,1,0.057854826662062,0.001356,976.43775,83,No volcanism,No atmosphere,Not terraformable,39.059933449074,0.018473084323118,0.000117,-0.569739,293.790619,39.061391782407,1,0.446927,
Hyades Sector DB-X c1-19 9 e,Planet,Icy body,2109.721924,1,0.079037477128587,0.00337,1316.991375,83,No volcanism,No atmosphere,Not terraformable,56.302390046296,0.023572353480029,0.008376,-0.440178,132.965134,1.3188551613194,,-2.71348,
Hyades Sector DB-X c1-19 9 f,Planet,Icy body,2130.377441,1,0.060306761544604,0.001533,1016.88675,82,No volcanism,No atmosphere,Not terraformable,97.223831018519,0.033928676285631,9.7E-5,0.026508,130.218552,1.1777995695949,,0.306693,
Hyades Sector DB-X c1-19 10,Planet,Class I gas giant,2898.710938,,1.9068973992526,176.759537,61406.208,96,No volcanism,No atmosphere,Not terraformable,6096.5874074074,5.7690904656439,0.012823,0.011386,91.314575,0.86248462818287,,-2.676979,
Hyades Sector DB-X c1-19 10 a,Planet,Icy body,2897.334229,1,0.04553794872904,0.000668,772.4778125,72,No volcanism,No atmosphere,Not terraformable,6.6514793113426,0.0056046911100854,0.000136,0.004494,250.388641,6.6516753472222,1,-0.414015,
Hyades Sector DB-X c1-19 10 b,Planet,Icy body,2895.216797,,0.044146925043442,0.000608,748.490125,107,No volcanism,Thin Methane,Not terraformable,10.521843171296,0.0076091136503055,0.000674,-0.016289,216.892136,10.522152777778,1,-0.200375,
Hyades Sector DB-X c1-19 10 c,Planet,Icy body,2898.911133,,0.045935789616981,0.000685,778.8506875,107,No volcanism,Methane,Not terraformable,17.684946469907,0.010756608289078,0.000564,0.170586,228.322021,17.685467303241,1,0.23461,
Hyades Sector DB-X c1-19 10 d,Planet,Icy body,2907.394531,,0.06684392825259,0.002077,1124.273,115,No volcanism,Methane,Not terraformable,41.987256944444,0.01914334669738,0.001164,-1.574821,345.142914,41.988492476852,1,0.295594,
Hyades Sector DB-X c1-19 10 e,Planet,Icy body,2907.819336,,0.052925809028745,0.001041,894.4913125,109,No volcanism,Methane,Not terraformable,68.146840277778,0.026438490531269,0.000263,-0.031536,25.820034,0.77407018591435,,-0.138914,
Hyades Sector DB-X c1-19 10 f,Planet,Icy body,2886.305176,,0.060301581871347,0.001517,1011.609625,112,No volcanism,Methane,Not terraformable,93.944837962963,0.032748253067214,0.004034,-1.199713,335.179718,1.4379941587153,,-3.078178,
Hyades Sector DB-X c1-19 10 g,Planet,Icy body,2896.457031,,0.045476306799505,0.000665,771.2634375,106,No volcanism,Methane,Not terraformable,158.76678240741,0.046463572987206,0.000114,0.039931,66.829025,1.6390796802662,,0.46356,
Hyades Sector DB-X c1-19 11,Planet,Icy body,4226.95166,,2.1528291362039,14.186543,16372.614,60,Water Geysers,Helium,Not terraformable,10853.38962963,8.4740901303216,0.00368,-0.031899,71.174057,0.67911105686343,,0.471827,
Aries Dark Region IM-V c2-5,Star,M (Red dwarf) Star,0,,,,,3546,,,,,,,,,2.9013179976852,,,
Aries Dark Region IM-V c2-5 1,Planet,High metal content world,8.446209,1,0.16369786441071,0.005234,1140.4595,919,Minor Metallic Magma,No atmosphere,Not terraformable,1.1170555736458,0.016925528606471,3.7E-5,0.016772,127.021904,1.1242188404282,1,-0.36886,
Aries Dark Region IM-V c2-5 2,Planet,High metal content world,16.009447,1,0.2767003390356,0.023916,1875.097875,667,No volcanism,No atmosphere,Not terraformable,2.9152392578125,0.032083016646841,1.0E-5,0.001148,349.030731,2.9339331958912,1,0.193368,
Aries Dark Region IM-V c2-5 3,Planet,High metal content world,18.572367,1,0.24400788520313,0.01667,1667.05675,620,No volcanism,No atmosphere,Not terraformable,3.6425274884259,0.037218679049019,2.8E-5,6.0E-5,71.681541,3.6658857783565,1,0.04589,
Aries Dark Region IM-V c2-5 4,Planet,High metal content world,24.910105,1,0.26684531377404,0.021556,1812.75375,535,No volcanism,No atmosphere,Not terraformable,5.6581922743056,0.049920337482451,1.6E-5,0.015076,337.428284,5.6944762731481,1,-0.458311,
Aries Dark Region IM-V c2-5 5,Planet,High metal content world,31.026085,1,0.25744269730471,0.019448,1752.999125,479,No volcanism,No atmosphere,Not terraformable,7.8657703993056,0.062180355405286,0.000129,-0.022256,319.761139,7.9162102141204,1,-0.070363,
Aries Dark Region IM-V c2-5 6,Planet,High metal content world,63.85688,,0.85295854501756,0.523181,4995.127,790,No volcanism,Hot thick Carbon dioxide,Not terraformable,23.222322048611,0.12796646052797,7.0E-5,-0.012209,283.904175,23.371232638889,1,0.466298,
Aries Dark Region IM-V c2-5 7,Planet,High metal content world,76.658791,,0.67090698061509,0.278883,4112.10675,318,No volcanism,Sulphur dioxide,Not terraformable,30.54259837963,0.15361363113305,9.2E-5,-0.006006,157.845947,30.73845775463,1,0.473755,
Aries Dark Region IM-V c2-5 8,Planet,High metal content world,90.859207,,0.75224221353038,0.377325,4517.139,579,No volcanism,Hot thick Carbon dioxide,Candidate for terraforming,39.415167824074,0.18208241366366,1.2E-5,0.109648,166.342926,39.667922453704,1,0.222295,
Aries Dark Region IM-V c2-5 9,Planet,Water world,119.663994,,0.73237843975821,0.733337,6382.1725,413,No volcanism,Thick Argon-rich,Not terraformable,59.572552083333,0.23980403437654,6.0E-6,0.017897,154.306976,59.954565972222,1,0.255783,
Aries Dark Region IM-V c2-5 10,Planet,Rocky Ice world,238.086563,,0.84401896479271,1.079391,7212.699,228,Major Rocky Magma,Thick Argon-rich,Not terraformable,167.2133912037,0.47716992838187,0.000144,-0.008881,277.623627,1.8790272352431,,-0.053227,
Aries Dark Region IM-V c2-5 11,Planet,Rocky Ice world,290.258331,,0.70461910125882,0.685077,6288.9335,182,No volcanism,Thick Argon-rich,Not terraformable,225.05131944444,0.58167455850025,4.0E-5,0.111886,354.550598,1.8017938006366,,0.512466,
Aries Dark Region IM-V c2-5 12,Planet,Gas giant with water-based life,788.933533,,5.6466613727468,833.191284,77474.896,227,No volcanism,No atmosphere,Not terraformable,1000.8049074074,1.5729876936009,0.005734,-0.052298,61.238319,1.3478908962731,,-0.207258,
Aries Dark Region IM-V c2-5 12 a,Planet,Rocky body,789.145447,1,0.068409249866158,0.00058,587.2744375,129,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.3877272316319,0.0033056663018399,0.000179,0.00296,343.006226,1.3877496564005,1,0.29165,
Aries Dark Region IM-V c2-5 12 b,Planet,Rocky body,787.666138,1,0.048975616675509,0.000215,422.58471875,123,No volcanism,No atmosphere,Not terraformable,2.3499278428819,0.0046963380742825,6.0E-5,-0.004726,328.872437,2.3499656394676,1,0.278125,
Aries Dark Region IM-V c2-5 12 c,Planet,Icy body,786.075684,1,0.068918161893158,0.002151,1126.77675,106,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.4759830729167,0.0060968854953094,0.000644,-0.044027,251.074875,3.476039134838,1,-0.330886,
Aries Dark Region IM-V c2-5 12 d,Planet,Icy body,792.549011,1,0.1014036329961,0.007048,1681.476125,98,No volcanism,No atmosphere,Not terraformable,14.354333043981,0.015693203045035,0.007036,-0.866408,307.544403,14.354563078704,1,0.130194,
Aries Dark Region IM-V c2-5 12 e,Planet,Icy body,778.240784,1,0.097811686045167,0.006343,1624.18875,96,No volcanism,No atmosphere,Not terraformable,23.99173900463,0.022101959931172,0.005369,0.85465,123.190636,23.99212962963,1,-0.320945,
Aries Dark Region IM-V c2-5 13,Planet,Gas giant with ammonia-based life,1006.955688,,2.8331379528998,387.458801,74587.048,133,No volcanism,No atmosphere,Not terraformable,1454.3524074074,2.0180819260819,0.000347,-0.857002,31.021227,0.95754322193287,,-0.370417,
Aries Dark Region IM-V c2-5 13 a,Planet,Icy body,1007.432983,1,0.13780109965327,0.017165,2251.02375,82,No volcanism,No atmosphere,Not terraformable,6.0769118923611,0.0068551756465609,0.000371,0.119174,158.048874,6.0772916666667,1,0.142102,
